,RegionID,RegionName,City,State,Metro,CountyName,SizeRank,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09
1074,270928,SoHo,New York,NY,New York-Newark-Jersey City,New York,1075,10.31,9.05,10.96,12.19,14.9,16.43,19.0,19.38,20.8,20.91,21.49,20.72,20.73,20.78,21.28,20.84,20.55,20.71,20.01,26.85,31.9,33.43,34.04,36.36,41.34,43.74,47.01,44.59,46.27,40.29,47.74,25.55,24.26,19.25,17.64,17.01,29.1,31.79,31.61,32.27,39.83,42.84,46.99,41.02,40.18,47.85,51.49,52.36,49.21,55.53,58.9,61.59,65.23,69.79,70.98,67.83,72.21,72.67,75.74,76.41
1120,274627,Murray Hill,New York,NY,New York-Newark-Jersey City,New York,1121,8.45,7.78,9.0,10.38,11.08,11.72,15.59,16.69,19.06,21.15,23.58,25.12,23.27,24.22,24.02,24.64,26.09,25.94,23.04,17.13,16.27,12.74,12.27,11.0,12.34,15.23,15.1,15.8,15.91,11.64,18.5,21.85,28.36,28.95,33.31,26.43,29.23,26.2,28.15,29.92,32.11,29.07,32.78,23.2,24.07,30.76,32.16,34.58,25.39,26.85,27.36,26.87,34.65,40.1,45.79,50.55,59.53,66.04,67.75,68.26
1167,270912,Prince's Bay,New York,NY,New York-Newark-Jersey City,Richmond,1168,34.68,30.1,27.18,27.11,24.05,22.59,24.85,28.11,29.1,30.03,31.03,31.43,31.98,32.44,32.85,34.93,37.22,34.67,25.1,22.15,24.26,28.96,30.6,32.04,32.24,30.9,22.56,24.32,27.64,26.21,27.51,15.72,13.7,13.7,10.11,6.33,8.22,8.02,5.09,3.39,3.0,2.8,2.94,2.74,1.57,1.37,1.37,1.37,3.52,4.11,4.57,4.77,8.29,18.15,21.34,23.76,31.07,34.36,32.11,42.36
1177,197042,Park Hill,New York,NY,New York-Newark-Jersey City,Richmond,1178,20.32,18.3,20.68,23.99,27.59,29.9,34.73,39.63,43.73,44.96,44.38,39.7,41.52,43.31,42.16,41.8,39.94,32.93,23.34,21.13,16.26,14.76,13.18,16.83,23.71,22.73,11.29,12.57,11.57,12.07,16.86,11.21,9.0,7.71,3.71,2.43,1.07,0.57,0.57,0.64,0.57,0.5,0.57,0.79,0.36,0.57,0.43,0.64,0.57,0.72,0.79,2.22,3.51,4.58,4.58,5.87,8.08,11.16,8.08,25.46
1184,403218,Georgetown,New York,NY,New York-Newark-Jersey City,Kings,1185,39.1,35.83,34.41,31.61,29.0,25.71,32.67,37.1,39.38,38.92,46.14,53.75,61.42,64.18,66.04,65.46,60.35,56.49,49.49,44.07,43.68,47.33,38.08,29.07,27.24,23.87,15.15,13.47,22.78,25.09,26.72,14.86,16.91,9.22,6.16,8.96,11.44,14.71,14.29,14.87,13.6,10.71,10.55,12.18,11.39,16.31,17.79,18.01,18.96,23.77,30.22,28.47,33.33,23.98,29.32,30.25,24.97,30.99,24.39,25.77
1193,195119,Greenridge,New York,NY,New York-Newark-Jersey City,Richmond,1194,24.44,18.89,16.01,12.51,11.48,11.32,9.14,8.07,8.19,8.77,9.75,11.77,12.71,13.07,14.03,17.47,19.63,18.39,13.31,11.96,15.39,18.79,18.43,18.19,20.03,18.43,12.9,14.78,15.58,14.66,14.3,7.07,6.31,5.11,4.12,3.68,3.04,4.27,4.43,3.84,2.6,1.92,2.12,1.48,0.56,0.4,0.48,0.44,0.88,0.4,1.0,1.8,2.44,3.2,4.8,6.83,9.55,13.66,9.87,17.26
1195,275164,Richmond Town,New York,NY,New York-Newark-Jersey City,Richmond,1196,19.51,17.02,15.58,13.99,12.77,12.51,14.25,18.07,19.3,22.11,23.95,25.83,28.18,26.45,28.62,34.1,37.49,34.62,24.12,21.49,25.35,27.41,27.19,24.57,23.95,24.44,16.86,16.86,14.63,11.89,11.6,8.04,6.99,7.35,5.73,3.82,4.22,4.29,5.08,3.86,2.09,2.13,3.17,2.81,2.23,1.33,1.15,1.15,1.26,1.41,1.55,2.38,5.98,9.87,10.09,9.77,11.35,12.54,11.6,25.01
1230,196350,Midland Beach,New York,NY,New York-Newark-Jersey City,Richmond,1231,42.38,42.79,54.3,59.57,61.66,62.66,69.05,72.55,73.65,73.87,73.74,71.42,72.03,72.1,67.24,55.73,46.74,37.6,20.02,9.56,6.42,5.25,4.89,4.08,6.19,9.11,6.26,8.68,9.08,9.75,11.58,5.46,5.73,6.0,5.23,4.74,5.28,4.56,3.62,2.15,0.94,1.12,4.25,5.19,4.88,4.43,4.34,3.62,3.85,5.15,4.25,5.5,7.56,9.26,8.72,8.41,11.99,14.09,9.66,23.26
1239,270873,Little Italy,New York,NY,New York-Newark-Jersey City,New York,1240,15.14,13.94,18.89,20.39,24.59,24.29,31.13,31.58,30.68,33.83,34.59,34.29,34.79,34.94,37.65,41.85,40.73,37.87,35.28,39.44,43.06,41.25,43.33,47.08,51.94,57.64,49.53,40.48,36.48,29.69,32.22,31.03,27.96,21.97,19.97,19.17,28.36,33.02,35.42,33.16,45.01,40.48,43.68,30.09,27.03,34.09,40.21,43.14,30.89,32.98,38.51,45.55,54.45,57.9,63.61,59.36,68.13,71.98,78.35,79.55
1256,56273,Rockaway Beach,New York,NY,New York-Newark-Jersey City,Queens,1257,26.56,31.42,31.77,37.22,42.09,45.57,35.13,31.65,34.26,31.13,34.61,36.17,39.34,41.42,42.63,38.82,38.47,39.51,44.19,66.2,52.08,59.9,52.17,51.83,50.43,53.66,64.29,66.38,58.89,46.69,40.07,32.58,18.99,43.03,40.42,36.06,38.33,35.37,16.2,12.2,14.11,26.13,29.97,28.05,29.09,12.02,9.76,7.67,8.17,8.52,11.65,13.04,12.17,13.74,16.52,20.7,17.22,16.17,17.04,36.0
1321,197995,South Beach,New York,NY,New York-Newark-Jersey City,Richmond,1322,22.82,21.76,29.11,34.95,37.35,36.79,40.24,44.75,49.12,55.25,57.79,55.81,57.28,57.42,53.57,51.12,47.84,41.13,29.44,20.47,18.25,15.6,13.02,12.94,17.68,20.1,13.87,14.84,15.26,12.76,16.5,5.41,3.89,3.12,3.33,2.43,3.48,4.1,3.41,2.71,2.57,3.06,3.96,2.29,1.95,1.53,1.6,1.04,1.04,1.25,2.29,1.95,2.92,3.96,3.27,4.45,6.04,5.14,3.4,16.32
1388,193043,Arrochar,New York,NY,New York-Newark-Jersey City,Richmond,1389,26.09,26.26,24.2,22.8,21.65,21.4,23.48,23.64,25.21,28.25,30.97,29.49,30.85,28.4,24.98,26.57,27.47,24.29,14.59,13.2,14.75,13.2,13.37,11.58,13.61,14.93,8.22,8.14,11.39,11.15,11.15,5.29,3.17,6.92,3.25,2.2,3.99,6.02,5.7,5.61,5.13,5.53,5.62,5.37,3.75,1.71,1.47,1.14,1.06,1.06,1.71,1.22,2.28,3.18,3.75,6.36,7.99,8.48,5.87,26.73
1437,195069,Grant City,New York,NY,New York-Newark-Jersey City,Richmond,1438,31.02,30.25,31.73,31.95,30.2,31.46,35.56,42.67,41.9,44.15,47.26,46.83,46.45,43.89,42.54,44.77,48.05,42.5,25.59,15.5,15.22,14.79,12.43,10.34,15.44,19.51,5.73,8.19,6.12,5.41,8.14,7.38,6.45,6.23,4.92,4.21,4.37,4.54,4.15,1.53,1.97,2.4,2.9,2.4,1.09,0.82,0.71,0.6,0.22,0.27,0.38,0.66,3.39,5.03,5.74,7.0,8.26,8.92,9.68,33.21
1442,403204,Castleton Corners,New York,NY,New York-Newark-Jersey City,Richmond,1443,16.52,14.41,13.43,14.26,13.04,14.02,14.42,17.56,17.8,17.07,15.2,14.47,16.33,15.11,13.98,14.67,17.22,16.83,10.9,11.34,13.65,16.89,18.36,17.82,19.29,18.15,15.29,20.88,24.75,23.58,28.48,11.63,7.07,6.72,4.42,3.04,2.94,2.5,3.09,1.72,0.59,0.54,0.79,0.59,0.34,0.25,0.2,0.2,0.34,0.39,0.74,1.62,4.57,9.33,9.92,9.72,15.12,16.94,21.85,44.38
1460,270816,Cobble Hill,New York,NY,New York-Newark-Jersey City,Kings,1461,19.65,20.93,22.56,21.74,22.56,22.33,18.32,19.25,20.77,20.19,19.72,21.14,21.79,19.58,16.78,15.86,14.29,12.87,6.38,4.21,3.42,7.31,9.25,9.84,10.84,14.45,10.99,17.15,24.33,28.48,26.46,17.28,21.77,20.88,22.11,21.44,24.97,27.36,27.73,28.75,28.04,28.49,22.64,22.52,24.3,28.23,25.87,23.28,17.21,19.26,24.69,24.58,33.0,34.91,40.43,42.74,40.22,38.31,40.11,46.4
1481,195167,Grymes Hill,New York,NY,New York-Newark-Jersey City,Richmond,1482,20.3,18.07,21.5,26.14,25.3,27.15,32.0,32.28,30.8,28.57,33.02,35.34,37.91,36.14,33.83,32.9,33.02,30.38,20.95,19.85,29.98,33.52,34.82,26.72,18.25,14.34,13.64,17.07,19.2,20.87,19.85,12.92,10.13,11.14,11.79,10.58,9.29,7.8,6.78,5.01,3.25,3.06,3.72,3.44,3.25,2.6,2.51,2.42,2.05,2.98,3.26,5.67,12.84,17.3,20.84,22.05,29.67,31.81,30.23,50.05
1490,343226,Country Club,New York,NY,New York-Newark-Jersey City,Bronx,1491,36.89,49.95,62.31,64.19,62.81,58.26,51.19,45.45,42.77,38.02,42.67,41.58,37.43,31.58,27.82,23.22,19.37,16.5,12.44,8.69,6.71,7.4,8.59,9.67,11.55,18.26,19.68,22.75,20.77,20.87,21.36,9.9,7.62,6.63,6.24,4.85,7.33,5.85,7.36,11.25,12.06,10.46,17.65,23.33,22.73,16.57,19.06,17.76,13.77,17.37,17.96,16.0,16.9,15.48,10.28,13.57,16.87,20.88,23.55,51.8
1540,272771,Annadale,New York,NY,New York-Newark-Jersey City,Richmond,1541,29.24,25.69,21.75,19.05,17.94,17.41,16.49,16.82,17.81,18.53,19.91,19.78,22.37,21.66,21.53,21.53,23.63,20.87,16.18,17.74,20.42,22.0,25.39,25.47,27.89,28.24,18.71,24.27,24.14,18.51,16.18,8.03,6.02,6.35,4.34,3.43,3.24,4.47,3.05,2.53,1.88,1.75,2.53,3.57,2.27,2.21,2.6,2.92,3.24,4.22,5.38,5.38,8.3,10.44,13.29,13.1,18.09,18.73,15.81,31.89
1555,403199,Grasmere - Concord,New York,NY,New York-Newark-Jersey City,Richmond,1556,30.16,26.04,21.82,18.07,16.38,17.22,21.3,20.45,19.87,23.04,22.25,23.2,25.34,26.66,27.19,31.63,36.48,35.9,25.92,26.24,31.1,26.29,24.66,22.56,20.84,19.15,9.56,11.56,11.98,12.14,12.82,5.68,5.25,7.3,7.3,6.73,8.2,9.2,8.04,5.1,1.21,1.16,1.84,1.68,1.31,1.26,1.21,1.37,0.79,4.21,5.1,4.21,6.31,8.41,9.57,10.41,15.04,16.19,13.83,34.02
1567,270904,Old Town,New York,NY,New York-Newark-Jersey City,Richmond,1568,28.47,23.79,24.64,22.59,18.93,17.9,22.17,26.51,31.71,38.96,40.66,40.75,43.05,39.81,38.53,43.22,46.33,42.75,27.56,24.32,23.98,22.44,20.22,16.47,14.59,12.63,6.81,7.49,6.72,4.85,4.51,5.45,4.6,4.26,2.72,2.13,2.13,1.87,1.28,1.02,0.77,0.77,1.45,1.7,0.77,0.17,0.09,0.34,0.09,0.34,0.51,0.85,4.51,8.86,8.69,9.97,15.67,14.22,12.86,40.72
1620,16920,Bay Terrace,New York,NY,New York-Newark-Jersey City,Richmond,1621,24.3,19.86,16.62,16.27,13.17,12.46,12.12,10.85,10.92,14.16,18.04,21.21,22.34,23.89,26.0,28.05,31.26,24.84,15.89,14.05,17.64,19.27,20.18,17.71,23.92,23.03,22.35,25.86,25.86,23.47,24.39,3.16,2.81,3.02,2.39,1.97,5.48,7.66,10.05,7.38,2.39,0.7,2.39,2.67,0.91,0.56,0.35,0.35,0.21,0.35,0.49,0.91,1.27,1.9,2.74,3.87,3.66,5.41,6.61,20.18
1641,403125,Meiers Corners,New York,NY,New York-Newark-Jersey City,Richmond,1642,22.49,22.36,23.41,25.51,25.7,25.13,20.73,20.01,20.87,22.31,21.0,19.36,21.69,20.25,19.07,19.54,21.57,19.15,14.36,10.37,10.85,11.83,15.12,13.02,15.24,14.85,6.11,10.7,14.84,17.99,22.85,5.91,4.6,4.99,4.14,2.76,3.35,3.09,3.02,1.97,1.12,0.85,1.12,0.98,0.72,0.53,0.53,0.66,0.66,0.66,0.53,0.59,1.31,3.35,4.07,3.94,6.63,13.13,13.39,47.93
1752,196620,New Springville,New York,NY,New York-Newark-Jersey City,Richmond,1753,25.58,21.79,20.56,16.16,15.54,16.89,15.42,16.28,17.26,19.46,21.79,20.2,19.93,19.68,19.22,22.64,23.38,18.85,12.48,11.51,16.05,16.52,17.01,15.67,18.48,22.49,17.73,21.88,24.82,22.49,24.82,7.09,6.23,4.65,3.91,2.69,2.44,2.93,2.57,2.32,0.98,0.73,0.12,0.37,0.25,0.12,0.12,0.12,0.37,0.49,0.73,1.1,2.08,3.55,3.3,3.06,3.3,4.65,3.92,20.69
1772,196583,New Brighton,New York,NY,New York-Newark-Jersey City,Richmond,1773,23.23,16.52,14.71,17.68,18.32,19.23,22.84,25.55,27.61,26.71,27.61,28.52,27.62,26.09,28.01,27.11,25.32,25.32,18.77,24.14,28.35,30.27,29.25,29.12,29.59,25.19,11.06,11.56,10.3,9.3,8.67,1.38,1.51,1.13,1.38,1.38,2.51,3.64,6.16,5.53,4.4,4.15,4.77,4.65,3.27,0.88,0.5,0.63,0.75,2.14,2.77,4.15,7.04,10.44,11.32,12.96,21.76,33.33,43.4,69.06
1874,196156,Manhattan Beach,New York,NY,New York-Newark-Jersey City,Kings,1875,49.94,53.11,54.93,57.08,58.32,58.44,61.38,56.51,52.43,49.15,46.66,45.3,40.93,36.28,34.55,32.62,31.04,29.12,20.16,16.35,14.32,11.86,11.86,12.22,15.19,16.87,16.63,22.77,27.34,31.7,40.85,28.32,39.91,41.36,48.38,44.15,40.18,34.93,28.79,27.79,30.13,32.59,38.73,40.0,31.14,28.68,24.69,21.14,30.5,43.53,50.0,45.65,41.41,36.27,32.92,31.47,34.38,32.59,33.59,47.21
1894,270854,Holliswood,New York,NY,New York-Newark-Jersey City,Queens,1895,8.31,7.14,10.51,10.98,8.63,7.22,7.46,13.51,18.7,21.68,23.8,25.92,25.84,24.9,24.51,26.79,29.87,32.13,28.53,23.69,20.34,18.86,19.72,18.78,21.5,25.1,51.26,49.58,44.61,40.18,36.44,13.3,12.84,15.44,12.08,5.58,3.98,3.75,4.13,6.12,7.87,8.41,13.61,12.0,11.31,13.3,9.56,10.02,6.73,6.57,5.88,8.94,15.28,17.42,23.53,20.63,17.8,16.88,28.65,41.48
1918,198432,Tompkinsville,New York,NY,New York-Newark-Jersey City,Richmond,1919,10.4,8.65,9.06,15.65,16.07,14.73,36.39,36.49,47.53,44.64,43.4,43.92,48.25,48.0,51.55,46.85,43.09,42.21,27.24,36.36,44.01,57.23,49.28,42.46,27.17,25.72,6.92,4.65,4.96,4.24,3.1,21.49,3.93,3.1,2.07,1.24,1.03,1.24,1.76,1.14,1.34,1.24,1.55,6.0,1.96,1.34,1.34,1.24,2.07,3.52,5.69,10.34,17.06,24.41,30.4,18.72,21.51,33.3,44.67,78.18
1936,199080,Woodrow,New York,NY,New York-Newark-Jersey City,Richmond,1937,15.64,11.38,9.15,8.3,7.13,6.38,8.3,12.77,15.53,18.72,22.13,26.49,27.72,29.42,30.79,35.98,39.37,37.25,24.13,20.63,23.31,27.3,27.62,25.61,21.16,18.1,11.55,12.82,13.56,11.86,11.44,7.31,4.87,5.19,2.22,2.54,2.75,3.39,2.54,1.91,1.38,1.27,1.59,0.95,0.32,0.32,0.53,0.74,0.74,0.85,0.85,0.63,2.54,5.71,8.47,11.75,18.2,19.05,12.8,23.28
1945,196591,New Dorp,New York,NY,New York-Newark-Jersey City,Richmond,1946,17.52,15.95,12.03,9.85,8.63,8.11,10.29,15.61,18.66,22.41,29.29,29.12,29.02,28.24,32.17,37.48,41.3,41.13,26.48,20.66,22.57,24.91,22.83,20.49,20.99,23.8,14.86,14.86,16.82,15.2,18.19,7.09,6.4,6.23,4.53,2.9,3.68,3.16,2.99,2.14,1.2,0.68,1.62,1.97,1.79,1.03,0.68,0.68,0.34,0.51,0.77,1.37,11.27,14.26,14.69,11.96,11.61,11.78,14.86,45.69
1955,276006,Westerleigh,New York,NY,New York-Newark-Jersey City,Richmond,1956,23.27,20.4,19.56,20.32,19.14,16.61,14.08,12.73,11.64,10.71,10.2,9.44,10.18,10.93,12.71,15.57,18.77,18.1,15.07,15.66,21.46,31.9,35.86,31.57,27.36,17.9,10.77,16.74,17.49,17.07,19.68,12.11,7.91,9.84,9.17,4.96,3.2,2.27,2.1,1.18,0.59,0.59,0.67,0.76,0.5,0.25,0.25,0.17,0.25,0.0,0.17,0.17,0.67,2.86,5.38,5.8,10.77,15.98,21.45,48.61
2051,270844,Gerritsen Beach,New York,NY,New York-Newark-Jersey City,Kings,2052,66.58,64.65,64.21,64.27,62.12,61.63,67.18,67.95,64.16,59.76,48.1,51.62,50.08,52.94,51.51,53.22,54.42,55.76,56.42,55.77,56.39,44.37,47.24,32.34,33.04,25.99,10.37,9.72,14.61,14.07,14.29,10.69,12.3,11.12,11.87,11.92,12.84,12.67,7.52,8.44,6.02,4.94,3.44,2.47,2.63,3.98,3.66,6.08,9.73,19.14,26.08,30.0,31.24,26.72,31.4,30.86,26.94,22.8,27.85,41.51
2094,270796,Astoria Heights,New York,NY,New York-Newark-Jersey City,Queens,2095,9.23,9.29,6.06,7.21,7.27,6.94,11.25,17.79,25.47,33.09,29.18,26.82,23.45,33.29,37.02,39.24,38.5,35.33,20.97,11.06,7.89,7.48,7.01,11.19,21.98,34.95,7.29,4.93,3.98,3.38,3.85,11.41,21.0,14.25,9.99,10.74,1.29,1.69,7.99,13.81,21.94,0.74,0.81,0.75,0.61,2.03,1.36,0.95,0.61,0.75,1.02,1.29,2.71,19.38,23.17,23.64,24.93,24.73,27.1,29.0
2156,10329,Belle Harbor,New York,NY,New York-Newark-Jersey City,Queens,2157,57.14,62.31,64.24,65.96,65.86,64.64,76.7,76.7,77.81,70.31,60.28,53.19,50.0,44.64,42.21,41.3,41.8,40.59,30.04,25.71,20.36,17.94,20.18,21.7,23.61,30.43,28.36,23.31,16.45,12.01,12.51,4.74,3.94,7.47,5.25,2.52,1.92,1.72,2.42,5.05,8.18,5.96,8.28,8.08,7.27,9.9,5.86,5.35,3.84,4.44,6.05,5.15,8.88,25.93,25.73,22.4,19.48,21.19,40.26,65.59
2175,270950,Todt Hill,New York,NY,New York-Newark-Jersey City,Richmond,2176,25.64,25.78,29.75,28.03,24.81,22.87,23.02,23.02,25.11,26.46,27.95,28.7,29.69,26.19,25.74,28.87,29.99,29.32,27.53,25.09,29.56,31.79,32.56,32.59,33.96,34.68,26.34,26.41,25.89,26.56,25.07,22.02,20.68,22.92,19.49,17.93,16.53,14.89,14.22,11.09,7.59,5.66,5.66,6.48,5.06,4.1,4.32,4.62,4.32,5.74,7.75,10.13,30.33,37.7,38.38,40.46,44.11,43.96,43.0,44.34
2284,270917,Randall Manor,New York,NY,New York-Newark-Jersey City,Richmond,2285,49.05,40.73,40.23,37.96,35.81,35.44,27.62,22.82,18.66,18.41,18.16,15.64,14.88,14.5,12.99,13.49,14.88,13.62,12.11,16.14,22.32,26.73,23.46,30.64,31.4,31.53,21.28,29.97,29.85,26.7,25.19,10.71,6.17,5.04,4.41,4.66,5.04,5.92,7.43,6.17,3.4,3.27,2.9,2.52,1.39,1.89,1.26,1.64,1.26,3.9,5.29,9.32,15.49,23.68,23.55,25.31,33.63,43.83,52.9,75.19
2334,403219,Columbia Street Waterfront District,New York,NY,New York-Newark-Jersey City,Kings,2335,15.32,19.22,20.47,20.61,20.47,19.5,9.65,9.23,9.37,8.95,10.21,12.01,12.41,12.13,11.99,12.12,10.45,9.03,7.02,6.63,6.8,9.77,8.98,6.5,7.81,13.54,10.01,14.95,24.32,28.61,29.91,6.25,10.03,11.59,17.58,19.66,25.52,32.55,28.81,33.68,39.82,42.56,39.16,38.12,30.16,36.95,32.25,30.16,22.95,24.64,33.12,31.42,39.9,36.9,39.5,41.46,40.81,34.94,48.5,65.84
2565,343207,City Island,New York,NY,New York-Newark-Jersey City,Bronx,2566,23.23,27.94,34.39,37.36,38.18,37.36,48.31,58.96,65.92,65.4,63.56,62.85,56.65,51.33,48.16,46.01,42.13,39.78,30.45,22.4,14.26,13.03,13.65,14.77,16.09,20.88,18.72,15.56,11.39,11.29,12.92,7.83,6.0,4.98,7.12,6.82,7.02,6.71,6.82,7.83,9.56,12.31,20.65,24.82,25.94,34.08,39.78,35.4,34.28,38.45,39.47,34.99,29.7,34.89,31.03,27.47,26.45,22.18,27.98,55.24
2608,194257,Dongan Hills,New York,NY,New York-Newark-Jersey City,Richmond,2609,45.35,43.41,45.21,47.71,47.16,49.93,54.52,55.49,56.05,56.33,52.99,48.82,50.76,47.43,43.1,40.73,39.05,29.39,16.18,7.67,8.51,9.62,8.93,4.6,5.3,7.41,4.9,3.92,1.96,2.1,2.38,9.4,6.73,8.27,4.63,3.93,3.51,2.66,2.38,0.98,0.84,0.28,0.28,0.42,0.14,0.14,0.14,0.42,0.14,0.14,0.42,3.79,7.85,9.68,7.15,7.85,15.03,16.27,8.27,23.42
2638,193292,Bergen Beach,New York,NY,New York-Newark-Jersey City,Kings,2639,56.76,61.33,62.29,57.71,56.57,43.62,24.95,16.95,17.9,23.05,25.33,34.86,38.67,38.1,39.43,36.88,34.03,32.7,28.33,29.85,34.03,41.83,43.73,40.49,36.31,31.94,16.73,19.96,26.62,27.95,28.9,37.19,38.14,35.1,30.74,31.31,29.03,26.38,18.03,11.57,11.95,9.11,6.83,8.92,7.4,4.36,4.17,3.42,8.73,10.44,13.66,13.66,17.27,14.04,15.18,14.61,14.61,14.61,16.32,36.81
2708,270838,Forest Hills Gardens,New York,NY,New York-Newark-Jersey City,Queens,2709,76.93,76.24,73.7,67.24,63.55,58.94,49.77,44.23,40.53,38.22,36.14,35.68,34.18,34.33,34.72,35.8,39.08,42.89,42.82,35.29,32.76,30.8,32.06,28.06,25.75,24.42,24.05,22.34,20.96,18.67,18.56,5.61,5.72,12.13,7.89,6.41,7.09,5.95,6.06,6.41,7.32,5.15,5.72,6.99,6.64,6.07,5.84,6.41,4.47,5.04,6.87,7.1,17.75,30.01,29.55,31.73,27.49,26.35,35.17,29.9
2918,270841,DUMBO,New York,NY,New York-Newark-Jersey City,Kings,2919,15.89,13.96,12.67,13.87,12.67,10.28,8.83,10.67,10.49,12.42,15.09,16.65,17.76,19.43,21.18,22.01,19.15,16.38,13.3,12.11,13.32,16.59,20.88,20.46,19.73,17.73,25.39,29.95,31.23,34.34,32.69,28.24,29.89,30.35,30.71,27.33,30.62,34.0,27.63,34.49,35.41,26.9,22.96,23.79,20.68,21.96,21.59,21.23,19.18,27.19,34.76,28.65,34.76,39.05,40.69,41.02,34.24,31.33,34.79,39.44
2952,197231,Pleasant Plains,New York,NY,New York-Newark-Jersey City,Richmond,2953,25.8,23.85,21.02,20.49,18.73,21.2,28.62,31.8,34.28,35.69,35.16,34.45,36.22,36.22,34.69,36.28,39.47,37.35,23.54,19.12,19.65,20.04,23.23,21.81,19.86,19.47,17.35,18.23,17.7,18.23,19.12,17.35,16.28,16.46,6.73,3.19,1.95,4.42,3.89,2.12,2.12,2.48,4.07,4.25,1.95,1.06,1.06,1.77,1.95,3.19,4.61,4.43,7.62,10.64,14.36,15.78,20.74,21.1,18.44,34.75
2972,198296,Sunnyside,New York,NY,New York-Newark-Jersey City,Richmond,2973,17.27,14.55,13.18,15.3,16.52,17.12,16.39,22.91,20.94,17.3,18.06,13.81,14.03,15.08,15.84,17.35,17.95,18.25,12.52,11.61,15.23,22.47,27.45,27.75,25.64,22.11,11.43,13.83,12.33,10.83,9.02,12.35,9.94,7.38,4.07,3.16,2.71,2.71,3.32,2.71,1.51,1.81,2.56,2.87,2.26,1.21,1.21,0.9,0.3,0.6,1.21,1.81,6.79,12.67,10.11,9.8,15.38,14.48,16.59,41.93
3039,196592,New Dorp Beach,New York,NY,New York-Newark-Jersey City,Richmond,3040,52.08,40.81,44.06,45.38,46.9,47.82,50.86,50.25,48.73,47.82,44.57,40.61,43.26,45.49,42.19,37.42,33.57,26.88,12.98,6.8,7.2,6.69,7.21,8.32,13.71,17.22,8.3,9.21,9.92,10.43,12.65,4.86,4.25,6.88,6.17,5.87,7.69,9.21,8.71,4.15,2.23,2.33,4.25,5.87,5.97,5.97,6.07,4.15,4.86,5.57,7.6,9.42,11.96,14.99,16.8,16.9,18.42,20.24,16.4,29.15
3440,276623,Utopia,New York,NY,New York-Newark-Jersey City,Queens,3441,4.43,7.29,6.9,6.12,4.95,3.78,6.51,9.51,11.2,12.89,8.46,6.9,4.95,6.25,5.48,8.21,7.17,7.44,3.0,1.83,0.91,1.3,1.31,2.09,2.87,3.01,3.0,3.39,3.92,4.05,2.87,1.04,1.04,1.31,0.91,0.78,0.26,0.0,0.26,0.26,0.13,0.39,0.78,0.78,0.92,1.96,1.31,2.09,1.04,1.83,3.0,3.13,6.27,17.52,18.43,21.18,15.03,11.62,21.15,24.93
3549,272982,Chelsea-Travis,New York,NY,New York-Newark-Jersey City,Richmond,3550,7.68,6.64,7.55,9.11,9.11,11.2,12.78,18.64,22.43,27.64,31.81,39.24,43.71,46.12,48.28,51.08,51.08,46.51,33.42,23.76,18.3,19.82,18.17,19.7,26.27,26.2,13.52,17.77,19.15,16.9,20.9,4.63,4.01,4.51,3.0,1.75,2.0,2.75,2.38,1.88,1.25,0.75,2.75,2.25,1.0,0.38,0.13,0.88,0.88,0.88,1.0,1.25,3.0,5.88,6.75,8.0,13.14,16.0,12.75,24.88
4026,35830,Malba,New York,NY,New York-Newark-Jersey City,Queens,4027,12.61,8.99,15.22,20.46,20.9,17.83,23.88,30.1,32.56,34.15,30.97,32.85,30.04,31.06,29.32,28.63,31.69,35.12,24.93,20.14,21.74,17.83,19.42,15.51,15.94,18.12,11.82,12.39,11.24,7.78,8.79,10.37,9.65,10.81,11.24,8.93,7.78,8.37,11.98,13.85,16.31,16.18,17.89,11.83,11.83,16.59,14.72,16.45,11.98,12.27,14.43,14.0,15.15,18.79,18.76,16.45,12.55,12.27,15.73,36.51
