,RegionID,RegionName,StateName,SizeRank,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09
1375,193861,Clason Point,New York,1376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1414,274627,Murray Hill,New York,1415,24.0,15.0,25.0,20.0,18.0,15.0,21.0,20.0,17.0,12.0,15.0,18.0,23.0,14.0,12.0,15.0,34.0,34.0,23.0,23.0,33.0,33.0,32.0,25.0,17.0,19.0,26.0,14.0,11.0,17.0,12.0,13.0,8.0,20.0,20.0,13.0,15.0,23.0,12.0,14.0,17.0,16.0,14.0,24.0,22.0,15.0,14.0,13,13,18.0,18.0,11.0,11.0,9.0,12.0,10.0,12.0,35.0,24.0,7.0
1427,343224,Eastchester,New York,1428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1490,270912,Prince's Bay,New York,1491,1.0,3.0,5.0,3.0,1.0,3.0,3.0,1.0,2.0,5.0,0.0,1.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,5.0,1.0,3.0,2.0,5.0,1.0,4.0,5.0,4.0,4.0,6.0,4.0,4.0,7.0,9.0,5.0,8.0,4.0,3.0,4.0,6.0,8.0,3.0,3.0,4.0,10,11,5.0,6.0,2.0,7.0,5.0,6.0,1.0,1.0,7.0,8.0,
1509,197042,Park Hill,New York,1510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1521,403218,Georgetown,New York,1522,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,5.0,0.0,4.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,3,0,2.0,1.0,3.0,0.0,1.0,,,,,,
1532,195119,Greenridge,New York,1533,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,0,2,3.0,2.0,3.0,2.0,3.0,7.0,4.0,4.0,5.0,7.0,
1535,275164,Richmond Town,New York,1536,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,7.0,4.0,4.0,3.0,2.0,3.0,3.0,0.0,2.0,0.0,2.0,2.0,4.0,1.0,6.0,6.0,8.0,4.0,2.0,3.0,3.0,0.0,3.0,4.0,4.0,6.0,3.0,3.0,6.0,10.0,4.0,5.0,1.0,10.0,6.0,7.0,8.0,4,7,6.0,8.0,8.0,5.0,2.0,3.0,4.0,2.0,5.0,8.0,
1586,196350,Midland Beach,New York,1587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,4.0,3.0,1,2,5.0,5.0,3.0,4.0,,,,,,,
1598,270873,Little Italy,New York,1599,4.0,4.0,6.0,4.0,2.0,2.0,2.0,1.0,6.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,1.0,9.0,3.0,5.0,3.0,5.0,8.0,5.0,2.0,3.0,4.0,2.0,5.0,0.0,1.0,6.0,5.0,3.0,3.0,2.0,0.0,2.0,1.0,1.0,5.0,2.0,1.0,4.0,1.0,3.0,3,3,2.0,3.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,3.0,3.0
1624,56273,Rockaway Beach,New York,1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2.0,0.0,1.0,0.0,,,,,,,
1722,197995,South Beach,New York,1723,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,6.0,2,1,2.0,3.0,1.0,3.0,3.0,2.0,,,,,
1830,193043,Arrochar,New York,1831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,3.0,4.0,2.0,3.0,1.0,0.0,2.0,2.0,5.0,4.0,5.0,2.0,1.0,1.0,2,2,0.0,4.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,
1910,195069,Grant City,New York,1911,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,0.0,3.0,5.0,2.0,0.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,5.0,2.0,3.0,6.0,4.0,5.0,1.0,2,4,3.0,4.0,5.0,2.0,4.0,3.0,1.0,2.0,5.0,4.0,1.0
1916,403204,Castleton Corners,New York,1917,4.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,5.0,3.0,4.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0,6.0,1.0,7.0,5.0,6.0,3.0,4.0,3.0,0.0,4.0,0.0,1.0,7.0,4.0,3.0,3,4,2.0,2.0,3.0,2.0,2.0,,,,,,
1984,343226,Country Club,New York,1985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,1,2,2.0,1.0,2.0,2.0,,,,,,,
2069,272771,Annadale,New York,2070,3.0,3.0,5.0,5.0,1.0,2.0,4.0,4.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,4.0,5.0,1.0,2.0,1.0,3.0,2.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,1.0,4.0,2.0,6.0,5.0,3.0,3.0,7.0,3.0,1.0,0.0,1.0,2.0,3.0,5.0,4.0,5.0,2,2,4.0,3.0,3.0,1.0,3.0,2.0,4.0,4.0,9.0,7.0,
2099,403199,Grasmere - Concord,New York,2100,3.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,5.0,5.0,3.0,7.0,6.0,3.0,0.0,0.0,2.0,1.0,3.0,5.0,3.0,4.0,7.0,6.0,6.0,5.0,5.0,7.0,7.0,6.0,5.0,6.0,5,5,2.0,3.0,7.0,7.0,12.0,3.0,5.0,3.0,5.0,7.0,
2125,270904,Old Town,New York,2126,1.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,3.0,5.0,2.0,2.0,3.0,2.0,2.0,4,4,6.0,5.0,2.0,1.0,3.0,5.0,1.0,3.0,2.0,2.0,
2202,16920,Bay Terrace,New York,2203,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,5.0,0,3,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,
2228,403125,Meiers Corners,New York,2229,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,6.0,3.0,1.0,2,2,0.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,,
2288,343206,Woodlawn,New York,2289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,,,,,,,
2416,196620,New Springville,New York,2417,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,4.0,0.0,0.0,2.0,3.0,3.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,3.0,4.0,4,2,3.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,4.0,
2449,196583,New Brighton,New York,2450,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2628,196156,Manhattan Beach,New York,2629,3.0,4.0,4.0,5.0,3.0,4.0,3.0,1.0,2.0,5.0,3.0,8.0,4.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,6.0,2.0,1.0,7.0,6.0,6.0,3.0,2.0,5.0,3.0,6.0,1.0,6.0,8.0,8.0,19.0,10.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,0.0,0,1,2.0,2.0,3.0,4.0,3.0,9.0,5.0,,,,
2690,198432,Tompkinsville,New York,2691,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0,1,1.0,0.0,2.0,2.0,0.0,,,,,,
2731,199080,Woodrow,New York,2732,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,0.0,5.0,4.0,2.0,0.0,1.0,4.0,5,2,4.0,4.0,2.0,3.0,1.0,1.0,,,,,
2751,196591,New Dorp,New York,2752,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,4.0,1.0,0.0,3.0,3.0,0.0,1.0,3.0,1.0,2.0,3.0,5.0,1.0,2.0,2.0,0.0,4.0,3.0,2.0,1.0,1.0,0.0,3.0,4.0,7,6,5.0,6.0,1.0,1.0,1.0,2.0,1.0,,,,
2770,276006,Westerleigh,New York,2771,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,2.0,1.0,4.0,2.0,1,2,4.0,2.0,1.0,1.0,,,,,,,
2936,270895,NoHo,New York,2937,9.0,7.0,8.0,6.0,6.0,7.0,5.0,9.0,9.0,12.0,11.0,7.0,11.0,9.0,15.0,5.0,5.0,8.0,5.0,5.0,8.0,5.0,13.0,6.0,16.0,7.0,11.0,4.0,6.0,9.0,4.0,3.0,9.0,7.0,4.0,6.0,7.0,7.0,4.0,6.0,5.0,5.0,5.0,7.0,8.0,6.0,4.0,4,4,6.0,5.0,6.0,2.0,8.0,5.0,5.0,2.0,5.0,12.0,6.0
2943,270844,Gerritsen Beach,New York,2944,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,
3018,270796,Astoria Heights,New York,3019,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,0,1,0.0,0.0,1.0,1.0,0.0,,,,,,
3131,10329,Belle Harbor,New York,3132,6.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,0.0,10.0,2.0,4.0,4.0,7.0,5.0,0.0,1.0,2.0,2.0,0.0,3.0,5.0,1.0,3.0,2.0,3.0,6.0,3.0,2.0,5.0,2.0,4.0,2.0,4.0,1.0,6.0,2,0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,,
3171,270950,Todt Hill,New York,3172,2.0,4.0,5.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,5.0,6.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,6.0,4.0,5.0,2.0,4.0,3.0,2.0,1.0,6.0,7.0,7.0,5.0,4.0,6.0,7.0,7.0,4.0,3.0,6.0,5.0,6.0,6.0,6,3,5.0,8.0,4.0,1.0,6.0,4.0,3.0,7.0,6.0,10.0,
3320,270842,Garment District,New York,3321,7.0,2.0,8.0,3.0,1.0,4.0,0.0,6.0,0.0,3.0,5.0,4.0,3.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,5.0,5.0,6.0,1.0,2.0,4.0,2.0,1.0,5.0,1.0,4.0,2.0,1.0,1.0,3.0,0.0,3.0,5.0,2.0,1.0,2.0,2.0,4.0,3.0,4.0,0,6,0.0,1.0,2.0,3.0,1.0,3.0,2.0,,,,
3378,270917,Randall Manor,New York,3379,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,2,3,1.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,,
3422,270834,Fieldston,New York,3423,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,3,3,0.0,2.0,1.0,0.0,3.0,,,,,,
3464,403219,Columbia Street Waterfront District,New York,3465,4.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0,7.0,0.0,10.0,6.0,4.0,3.0,3.0,1.0,7.0,6.0,2.0,3.0,2.0,3.0,1.0,0.0,3.0,3.0,7.0,3.0,2.0,4.0,6.0,2.0,5.0,3.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3,4,0.0,3.0,3.0,1.0,,,,,,,
3922,343207,City Island,New York,3923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0.0,0.0,4.0,1.0,0.0,,,,,,
4003,194257,Dongan Hills,New York,4004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,,,,,
4042,197294,Port Ivory,New York,4043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4054,193292,Bergen Beach,New York,4055,1.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0,0.0,1.0,4.0,2.0,0.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,2,3,0.0,2.0,0.0,1.0,,,,,,,
4210,270838,Forest Hills Gardens,New York,4211,4.0,5.0,0.0,7.0,5.0,0.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,11.0,3.0,2.0,6.0,3.0,3.0,2.0,4.0,6.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,5.0,5.0,0.0,5.0,4.0,2.0,3.0,1.0,4.0,1.0,2.0,3.0,0.0,1.0,2.0,4.0,5,4,1.0,0.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,6.0,
4577,403198,Richmond Valley,New York,4578,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1,1,0.0,1.0,0.0,0.0,0.0,,,,,,
4745,197231,Pleasant Plains,New York,4746,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0,3.0,4.0,2,0,1.0,2.0,0.0,0.0,2.0,0.0,,,,,
4792,198296,Sunnyside,New York,4793,1.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1,1,0.0,0.0,0.0,2.0,0.0,2.0,2.0,,,,
4874,37557,Breezy Point,New York,4875,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0,0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,4.0,2.0,0.0,
4966,196592,New Dorp Beach,New York,4967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,2,4.0,2.0,1.0,0.0,0.0,,,,,,
5008,194566,Elm Park,New York,5009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
