,RegionID,RegionName,City,State,Metro,CountyName,SizeRank,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09
2,270958,Upper West Side,New York,NY,New York-Newark-Jersey City,New York,3,86.02,87.0,88.02,87.79,84.77,82.23,77.32,74.74,73.19,71.31,69.17,68.78,67.13,66.15,66.55,65.71,66.94,67.91,68.36,67.9,67.63,69.76,75.33,73.63,67.33,59.4,60.08,66.42,68.14,72.44,67.08,67.99,72.8,76.95,80.15,80.88,78.25,78.31,74.4,71.59,63.04,61.45,57.99,64.96,66.25,62.01,59.05,56.41,62.12,58.29,55.78,53.87,49.07,44.92,40.05,35.26,30.59,26.63,21.03,18.68
4,270957,Upper East Side,New York,NY,New York-Newark-Jersey City,New York,5,84.99,85.92,87.18,87.41,85.48,83.63,76.23,73.17,71.09,69.34,67.67,66.99,65.97,65.85,66.05,65.72,65.94,65.87,65.96,66.55,68.77,70.32,73.9,74.5,69.85,63.99,62.36,65.11,65.98,69.03,68.16,70.05,74.68,79.14,80.76,80.67,76.82,74.92,73.1,69.68,62.09,63.29,59.81,71.3,73.23,69.03,65.12,61.53,64.9,61.13,59.51,56.53,52.97,47.95,42.57,36.25,29.67,23.95,18.91,18.54
8,194430,East New York,New York,NY,New York-Newark-Jersey City,Kings,9,51.77,56.77,60.21,65.71,68.65,74.05,80.7,81.47,79.5,78.65,76.07,74.64,71.85,66.79,64.93,61.79,61.23,62.11,60.64,60.02,57.73,62.91,67.78,67.88,66.06,68.9,81.16,78.87,73.93,73.42,69.72,77.3,66.95,69.88,67.95,69.88,68.28,69.42,73.86,77.57,83.03,90.7,94.8,94.72,94.32,92.47,89.48,89.1,90.14,86.89,81.13,79.06,68.83,59.38,52.03,48.74,52.75,62.05,59.51,48.79
10,198687,Washington Heights,New York,NY,New York-Newark-Jersey City,New York,11,82.99,84.23,83.83,84.44,82.5,82.06,77.66,74.74,72.45,71.33,70.76,70.52,70.11,69.52,68.44,65.42,67.42,69.28,70.1,70.33,73.65,72.81,76.74,79.43,78.26,75.61,79.94,82.53,82.6,87.54,88.39,81.09,82.58,80.45,80.97,81.92,79.23,80.7,79.52,78.38,73.27,75.15,74.26,82.24,87.37,86.42,85.11,81.5,85.79,85.38,84.27,82.82,83.42,82.44,79.55,65.27,49.09,38.05,40.64,42.14
13,272816,Astoria,New York,NY,New York-Newark-Jersey City,Queens,14,87.51,85.57,84.16,84.75,84.95,86.51,78.26,76.39,72.81,69.32,69.52,69.72,69.83,68.94,68.91,65.88,65.44,64.41,69.84,70.3,70.67,70.13,64.86,62.96,59.29,57.09,73.22,76.69,77.83,77.07,75.94,87.25,88.87,91.68,95.06,91.56,94.98,94.53,95.86,96.13,95.62,98.08,96.25,94.65,93.98,91.3,92.65,91.98,93.72,92.13,89.57,89.88,82.93,74.73,71.99,67.63,70.31,72.24,61.68,61.28
15,272902,Bedford Stuyvesant,New York,NY,New York-Newark-Jersey City,Kings,16,94.09,93.38,92.02,90.1,89.73,88.43,92.46,90.14,89.52,88.01,87.26,88.52,86.37,85.78,85.45,87.29,88.7,88.61,86.44,84.18,81.64,77.93,76.4,73.78,70.39,65.53,73.59,72.36,66.72,71.75,75.89,90.27,89.58,89.07,86.82,86.85,85.42,85.21,84.67,80.85,78.4,77.6,78.44,76.76,74.42,64.67,64.12,62.79,65.87,64.24,63.62,62.91,60.28,60.52,57.55,52.37,57.84,64.46,55.15,27.92
16,199001,Williamsburg,New York,NY,New York-Newark-Jersey City,Kings,17,93.35,92.0,90.1,88.12,87.64,89.24,94.58,92.95,91.7,88.82,86.14,85.61,83.94,81.83,79.56,76.96,75.7,76.63,77.93,77.0,77.4,72.4,69.27,65.96,61.23,61.18,69.05,66.27,62.79,63.07,62.0,67.64,66.1,69.84,71.21,76.0,74.03,71.2,71.34,66.4,64.03,65.91,65.07,64.79,65.13,61.51,60.15,61.23,64.98,61.72,59.43,62.07,59.25,60.86,58.39,58.7,57.07,59.27,45.0,32.02
19,194737,Flatbush,New York,NY,New York-Newark-Jersey City,Kings,20,83.56,83.2,81.43,81.33,80.69,82.33,83.51,82.67,83.0,81.24,79.32,79.44,78.48,77.76,78.21,79.04,79.25,79.4,80.57,79.46,76.94,78.56,77.86,73.56,72.37,72.66,78.55,75.56,69.73,67.94,66.13,69.11,71.39,71.25,72.74,76.1,72.62,74.35,81.36,83.02,84.65,83.58,83.19,81.99,82.24,78.73,76.85,76.26,78.93,77.16,75.7,77.95,77.9,76.84,72.86,73.06,71.01,73.14,73.7,69.86
22,403222,Crown Heights,New York,NY,New York-Newark-Jersey City,Kings,23,89.73,88.39,87.48,86.98,88.04,89.65,95.79,94.18,92.61,90.73,91.8,90.92,90.57,89.95,89.08,88.74,90.5,91.86,94.81,94.09,90.97,92.58,91.71,88.88,80.56,75.62,81.31,80.95,79.34,76.45,75.55,91.72,89.07,88.82,88.28,88.71,87.42,84.49,82.91,79.08,70.28,66.97,68.82,72.1,74.19,69.65,69.47,68.31,71.33,57.89,50.76,51.33,51.78,50.38,45.92,45.32,50.43,56.81,47.18,26.37
23,25294,Jamaica,New York,NY,New York-Newark-Jersey City,Queens,24,75.35,77.16,78.39,81.35,82.84,83.24,86.16,83.15,81.41,82.22,82.61,82.3,83.08,82.46,80.78,77.81,76.89,75.38,79.24,86.89,90.28,89.96,89.7,89.51,84.55,80.69,79.41,80.63,83.54,86.23,85.56,97.02,96.58,94.43,96.78,97.81,98.01,98.1,97.17,96.04,95.12,96.26,94.76,94.36,92.37,85.05,87.68,84.51,86.26,88.71,86.0,85.77,86.66,81.88,82.69,85.49,89.92,92.17,88.39,66.27
25,343222,Williamsbridge,New York,NY,New York-Newark-Jersey City,Bronx,26,64.87,65.41,67.86,67.59,68.93,69.2,68.47,65.15,56.3,54.44,58.35,59.66,59.18,61.85,64.21,65.31,71.98,78.74,88.84,92.27,92.99,90.7,83.77,78.78,71.86,64.55,60.11,62.31,68.47,72.55,73.27,77.66,83.86,89.07,94.44,93.46,95.87,96.29,95.83,91.12,90.4,90.83,83.3,85.47,86.41,85.99,85.87,86.67,90.46,85.97,87.11,85.32,75.73,79.71,79.07,81.21,81.32,79.27,84.13,68.91
26,270828,East Harlem,New York,NY,New York-Newark-Jersey City,New York,27,82.3,84.38,81.21,80.36,81.16,79.01,82.67,80.51,81.04,80.63,79.0,77.77,77.73,77.19,77.68,79.02,80.11,80.09,77.23,73.3,66.9,71.75,74.98,74.31,67.62,63.0,72.6,77.56,82.52,88.77,87.45,81.19,84.5,87.87,87.8,86.89,85.61,85.07,83.65,81.29,80.01,76.96,77.44,84.42,78.98,75.47,71.42,68.32,74.01,69.35,65.78,60.49,58.73,53.79,50.08,46.58,36.97,30.23,28.58,25.24
31,193587,Bushwick,New York,NY,New York-Newark-Jersey City,Kings,32,88.65,89.84,90.91,88.13,84.77,85.61,91.4,91.77,91.4,88.98,83.9,80.39,79.73,82.55,82.65,86.37,89.13,90.25,93.76,91.92,85.73,84.62,84.05,81.58,81.46,78.32,91.1,90.4,85.55,81.04,84.16,85.61,77.78,76.49,81.64,82.46,81.04,89.37,88.53,88.18,86.15,84.5,82.25,78.7,75.74,75.03,71.36,67.81,70.6,69.85,70.52,66.55,57.36,51.35,49.18,42.59,34.86,36.69,28.1,17.56
32,194379,East Flatbush,New York,NY,New York-Newark-Jersey City,Kings,33,67.78,67.43,68.78,70.02,70.83,72.69,76.21,78.43,77.15,76.87,72.36,66.23,62.33,61.05,62.3,61.68,64.09,66.12,64.71,63.9,59.39,59.98,68.84,75.06,75.13,78.1,87.33,83.39,79.02,78.08,77.97,92.09,91.44,92.79,93.79,94.07,92.38,92.13,92.85,93.18,94.91,96.18,96.14,95.22,95.86,95.37,94.23,93.18,93.03,90.5,82.48,80.88,79.89,74.76,73.05,75.28,80.54,81.66,80.78,66.11
33,10957,Corona,New York,NY,New York-Newark-Jersey City,Queens,34,78.81,78.76,77.57,79.05,82.9,85.9,82.25,78.15,75.69,75.03,77.08,78.23,80.99,82.09,80.93,80.55,79.22,76.58,80.21,80.04,80.76,79.4,70.17,70.4,69.22,69.76,67.88,69.03,73.82,72.08,75.06,87.48,89.06,88.29,92.27,94.82,95.2,95.28,95.55,95.66,96.55,97.52,95.2,96.28,95.47,93.03,93.61,93.45,95.12,93.92,93.14,92.99,90.16,85.94,83.24,83.09,85.37,84.71,81.23,77.63
35,270945,Sunset Park,New York,NY,New York-Newark-Jersey City,Kings,36,74.23,73.96,72.59,71.84,72.11,72.52,81.25,82.82,82.96,85.15,85.35,82.07,80.08,79.43,81.0,81.01,80.68,81.1,80.2,79.04,73.26,72.46,71.16,72.52,77.52,76.56,83.82,81.58,72.61,71.52,70.85,79.47,82.74,78.86,78.98,82.31,82.23,81.07,81.93,77.26,82.28,83.13,85.25,84.77,84.65,84.04,83.17,80.26,82.56,78.36,74.42,78.37,71.51,59.84,56.2,58.32,58.08,61.24,66.22,70.96
38,193406,Borough Park,New York,NY,New York-Newark-Jersey City,Kings,39,61.15,60.07,59.74,63.35,66.21,69.95,85.85,89.17,89.92,92.25,92.94,92.58,91.89,90.91,90.45,90.41,90.51,88.49,83.29,71.59,57.42,53.39,55.27,57.4,59.86,62.3,78.83,75.82,70.87,67.55,64.97,80.91,85.89,83.06,84.08,85.83,84.12,88.53,91.91,92.41,94.24,95.64,94.68,90.1,86.65,85.06,76.47,76.07,80.39,75.54,68.44,66.29,69.13,71.21,68.22,70.31,66.04,73.11,76.78,67.72
39,193285,Bensonhurst,New York,NY,New York-Newark-Jersey City,Kings,40,78.53,79.51,78.71,79.3,77.47,75.44,79.29,80.58,82.83,81.85,81.53,81.91,81.27,80.47,81.35,81.81,81.07,81.51,80.13,76.55,68.57,70.35,72.27,68.25,62.84,64.7,79.72,77.09,74.91,75.05,74.13,89.0,86.33,87.39,87.04,89.11,88.68,88.5,90.54,90.04,91.33,92.57,93.89,94.21,94.09,93.63,93.77,91.46,91.81,90.33,82.26,78.51,67.43,62.1,60.37,61.87,64.84,65.18,62.97,58.67
41,403223,Elmhurst,New York,NY,New York-Newark-Jersey City,Queens,42,83.74,84.02,81.79,81.93,82.89,84.39,78.54,74.18,69.95,67.68,67.56,68.03,67.36,65.98,65.2,64.49,66.01,63.9,65.03,65.4,65.89,66.3,61.62,55.88,47.88,49.8,54.51,53.24,61.86,63.64,64.79,80.08,79.24,79.34,83.95,87.08,88.53,90.42,91.62,92.89,91.94,96.84,95.9,96.99,97.11,95.29,96.21,95.63,96.65,96.07,94.47,93.59,90.98,82.09,77.59,79.63,82.4,85.7,82.63,79.77
48,403131,Sheepshead Bay,New York,NY,New York-Newark-Jersey City,Kings,49,73.71,74.79,74.03,74.54,74.51,74.51,68.12,64.73,63.68,61.57,58.58,55.92,52.4,51.05,52.01,50.83,49.33,48.7,47.69,50.08,49.69,56.05,62.11,64.63,63.49,66.7,71.52,71.42,66.85,67.04,65.28,80.48,78.48,80.44,81.69,83.77,80.83,80.21,82.87,82.95,83.69,85.9,87.11,91.21,91.76,91.87,92.44,91.65,90.43,87.31,84.52,86.11,83.07,81.32,78.79,75.79,78.84,81.27,75.52,66.11
49,343217,South Bronx,New York,NY,New York-Newark-Jersey City,Bronx,50,50.64,52.06,59.0,61.7,65.68,67.61,65.77,62.81,61.39,58.94,60.1,64.09,65.69,73.32,73.06,74.72,74.75,72.28,73.15,70.44,68.64,70.69,73.89,72.91,64.04,64.98,58.9,61.35,61.84,67.85,71.04,89.41,92.61,95.32,97.91,97.91,96.06,97.04,97.28,94.81,93.7,92.58,91.84,92.71,90.11,85.54,82.69,83.81,87.14,89.0,90.49,91.85,83.58,76.54,75.31,71.85,70.37,69.14,76.17,74.44
50,343205,Soundview,New York,NY,New York-Newark-Jersey City,Bronx,51,48.74,40.85,33.75,29.81,27.13,25.39,30.81,36.02,39.65,40.44,39.18,42.81,47.16,58.52,65.3,75.68,77.27,82.06,86.43,90.34,73.04,91.93,67.85,63.2,57.58,50.12,44.23,45.69,47.02,49.45,49.21,91.85,94.65,90.27,85.77,85.89,82.48,91.73,95.5,96.35,96.11,98.05,92.46,90.27,95.5,95.13,94.28,93.8,96.6,91.13,90.28,92.47,89.06,89.19,89.79,82.87,75.58,68.89,52.61,33.29
53,193640,Canarsie,New York,NY,New York-Newark-Jersey City,Kings,54,66.05,66.68,69.8,71.73,71.37,72.93,70.11,68.26,64.28,61.47,52.03,41.81,36.8,35.23,31.62,29.53,32.66,35.08,36.64,39.69,38.69,42.99,51.88,64.56,69.43,74.4,81.21,82.14,76.24,76.14,72.78,78.53,77.21,79.5,75.88,71.95,69.18,68.52,68.76,67.87,68.55,76.85,83.65,77.33,78.86,76.2,75.03,75.39,81.38,77.95,80.14,82.9,79.17,72.12,72.2,72.31,74.65,72.36,77.2,73.79
59,270875,Lower East Side,New York,NY,New York-Newark-Jersey City,New York,60,92.41,92.41,90.64,90.61,88.12,87.34,86.8,83.62,82.79,83.05,81.18,80.46,79.8,77.06,76.55,74.49,75.73,76.55,71.51,72.54,74.66,78.13,79.32,79.09,77.08,73.19,77.34,78.32,74.87,76.02,75.79,71.45,68.52,71.02,81.09,85.59,81.89,85.89,87.11,85.18,82.46,84.68,81.71,82.53,81.8,79.83,75.88,73.86,81.64,79.37,79.14,78.39,75.72,68.95,62.1,43.42,40.49,35.37,26.48,22.41
63,18131,Flushing,New York,NY,New York-Newark-Jersey City,Queens,64,81.04,81.18,79.97,80.94,82.76,83.72,76.88,72.74,71.08,70.54,71.21,68.29,68.38,65.14,62.44,59.25,57.79,54.13,51.86,53.04,58.9,62.15,59.04,65.1,54.74,56.72,54.42,53.72,53.99,53.98,55.76,59.72,64.22,73.19,76.52,79.92,80.86,81.0,78.53,78.84,81.4,94.79,94.58,95.69,95.34,89.95,92.52,91.29,94.02,93.5,91.86,92.58,88.1,81.29,80.01,82.84,85.98,86.93,83.39,79.83
64,27182,South Ozone Park,New York,NY,New York-Newark-Jersey City,Queens,65,84.77,85.95,84.97,87.98,90.08,92.18,91.03,80.62,74.62,72.7,74.36,74.56,74.3,74.03,70.59,64.89,63.59,60.91,68.11,84.51,90.11,90.97,90.98,91.32,85.32,80.9,79.7,79.72,84.2,86.51,86.64,97.6,97.24,96.04,97.21,97.62,97.98,98.02,97.29,95.39,94.1,94.99,92.03,92.08,91.41,86.38,89.28,89.5,93.83,95.22,92.04,89.01,85.74,77.0,75.32,74.94,80.34,79.66,72.07,59.32
76,196538,Murray Hill,New York,NY,New York-Newark-Jersey City,Queens,77,89.04,90.27,91.12,91.49,92.02,93.35,85.89,80.89,78.11,76.75,77.0,76.37,76.69,72.73,69.98,66.55,66.06,62.75,68.62,72.93,75.57,78.76,72.15,71.03,63.61,63.94,69.72,69.43,72.77,75.68,76.45,79.04,79.85,81.14,83.47,83.81,83.84,85.51,86.36,87.71,89.22,96.13,94.74,95.4,94.96,88.57,91.09,92.33,95.6,94.88,94.32,94.58,92.91,79.8,76.24,78.2,82.48,82.85,71.38,60.76
82,18071,Far Rockaway,New York,NY,New York-Newark-Jersey City,Queens,83,50.74,60.49,63.79,61.15,61.47,59.59,64.81,60.82,59.01,59.73,61.15,65.71,65.25,62.04,58.38,59.07,58.42,59.18,56.21,55.35,59.32,56.29,52.28,47.18,44.8,42.24,55.14,55.97,63.97,68.59,70.07,75.82,75.34,65.93,72.99,76.63,82.13,84.94,85.93,85.82,85.54,89.59,86.49,88.22,89.23,92.35,95.41,95.01,92.7,87.41,86.93,84.16,82.48,69.12,66.83,64.36,72.02,71.07,54.06,36.57
83,273757,Forest Hills,New York,NY,New York-Newark-Jersey City,Queens,84,71.23,69.63,70.04,72.06,73.7,77.72,53.44,47.83,45.6,42.87,43.6,44.27,45.06,44.61,43.17,41.05,39.81,37.0,36.51,39.2,43.2,50.72,54.56,56.8,56.25,57.63,39.3,40.86,41.8,44.23,46.99,60.1,61.78,66.21,67.66,74.27,76.54,78.28,79.53,84.7,89.92,94.9,94.14,94.67,94.24,93.67,93.75,92.88,94.36,93.34,93.08,93.27,89.67,83.95,82.22,81.94,84.62,84.19,78.16,75.71
88,275173,Ridgewood,New York,NY,New York-Newark-Jersey City,Queens,89,91.56,91.56,86.4,85.89,89.67,89.29,86.02,77.33,73.8,71.66,72.17,71.16,74.1,75.22,76.33,77.54,78.44,79.8,89.22,92.81,95.04,92.68,91.43,90.67,83.83,81.57,84.58,79.85,78.48,74.25,72.76,84.97,85.71,60.37,67.33,67.2,72.26,74.35,79.28,96.88,96.88,97.38,97.5,98.0,96.75,96.62,96.75,94.75,95.74,91.74,88.36,86.47,82.1,58.57,48.69,58.07,64.25,83.38,83.4,58.68
90,270829,East Village,New York,NY,New York-Newark-Jersey City,New York,91,91.65,92.5,90.74,88.59,86.51,85.95,86.44,84.63,80.66,80.09,77.54,74.73,72.64,71.16,71.6,72.17,72.74,73.49,71.92,73.89,77.04,79.81,83.53,85.56,81.04,78.34,82.62,86.04,86.16,87.6,84.62,79.01,78.73,82.42,84.33,83.22,80.11,80.17,76.2,72.84,66.9,70.92,69.71,74.98,74.7,72.67,69.52,65.27,71.75,69.82,69.0,68.17,64.03,56.98,46.19,40.28,37.39,28.69,21.84,24.32
92,197044,Park Slope,New York,NY,New York-Newark-Jersey City,Kings,93,80.97,81.58,82.38,82.59,82.74,83.92,85.65,84.14,81.65,80.37,77.65,75.45,73.8,73.44,72.75,72.15,72.87,73.28,72.49,72.35,71.12,70.14,70.72,73.26,76.1,75.58,73.65,73.69,73.22,71.96,71.42,68.87,68.71,71.79,73.46,76.89,76.92,73.9,76.47,73.85,71.76,70.62,73.36,73.29,73.72,70.66,70.75,71.99,74.09,72.69,69.83,71.15,66.66,62.21,55.64,45.03,45.18,45.95,37.99,31.4
95,274117,Jackson Heights,New York,NY,New York-Newark-Jersey City,Queens,96,75.45,74.4,75.51,76.23,78.12,81.39,58.79,52.7,50.81,49.24,49.47,51.92,53.43,53.29,51.68,49.02,47.85,45.28,46.01,47.83,53.34,62.28,61.33,63.63,56.3,62.8,43.24,43.42,50.5,52.07,54.88,57.29,61.95,74.36,77.19,78.43,86.23,88.39,90.42,92.37,93.92,96.1,94.96,95.74,94.5,95.81,95.37,94.27,94.78,93.6,94.98,95.4,94.8,93.0,91.13,90.46,91.28,90.74,90.07,89.99
101,270886,Midwood,New York,NY,New York-Newark-Jersey City,Kings,102,78.26,78.15,77.11,77.77,77.05,75.13,75.63,74.77,76.92,77.88,75.74,74.15,71.34,69.71,69.61,69.29,67.97,68.2,69.13,69.78,67.95,70.36,70.98,67.96,65.69,66.01,75.8,73.22,70.2,68.08,64.87,77.66,70.52,72.3,74.54,78.79,80.89,80.19,84.41,87.5,87.0,89.62,91.45,91.94,91.92,92.44,92.73,92.01,92.15,90.41,85.52,86.19,80.54,79.43,74.79,77.19,79.02,79.5,72.42,53.54
103,45032,East Elmhurst,New York,NY,New York-Newark-Jersey City,Queens,104,89.14,91.96,92.64,93.09,94.19,95.26,94.07,91.0,88.57,88.83,87.81,86.23,84.57,83.53,81.11,77.73,77.09,73.23,79.6,87.07,90.47,90.91,90.03,89.95,84.94,83.1,84.36,84.82,87.4,87.53,88.02,95.47,94.39,92.9,93.19,94.41,95.12,96.93,96.91,96.36,96.01,97.23,96.33,96.23,95.71,93.56,93.94,94.1,96.39,95.16,92.69,94.27,89.24,84.65,80.87,87.01,86.39,87.37,74.14,63.46
105,403215,Gravesend,New York,NY,New York-Newark-Jersey City,Kings,106,71.6,71.32,71.92,74.46,75.46,75.74,72.65,70.6,69.92,67.08,67.19,67.35,66.55,65.36,65.92,65.85,65.04,60.99,63.84,64.24,60.99,65.34,67.18,66.07,62.62,64.52,74.11,74.53,71.31,69.18,73.69,82.23,79.7,79.28,79.28,79.62,81.84,85.0,87.43,87.05,86.85,86.68,87.07,87.63,87.38,87.25,87.0,86.4,83.81,78.75,73.57,71.66,67.94,68.94,70.16,73.29,76.34,77.93,74.78,69.47
106,193182,Bath Beach,New York,NY,New York-Newark-Jersey City,Kings,107,62.8,66.34,67.12,72.07,75.76,78.04,80.2,81.22,81.53,82.79,81.1,80.79,80.46,80.01,80.71,80.67,79.22,76.55,72.15,69.83,65.15,66.63,71.51,68.27,63.55,65.9,79.05,76.57,71.63,69.19,68.29,84.97,86.23,84.68,84.93,87.35,85.72,87.77,89.0,87.99,87.12,87.87,87.83,89.95,91.76,91.72,93.35,92.07,92.94,90.98,87.37,86.36,85.42,80.25,77.97,76.59,80.5,81.55,75.07,70.48
109,26352,Ozone Park,New York,NY,New York-Newark-Jersey City,Queens,110,86.64,88.9,90.25,92.4,92.42,91.05,90.03,85.92,83.17,79.12,78.43,76.56,78.36,78.52,75.1,71.48,71.87,71.67,79.29,88.21,91.57,91.3,93.05,92.09,84.87,78.46,80.51,82.73,85.11,88.75,88.01,91.65,89.6,86.97,89.27,90.28,90.58,90.58,90.34,89.82,89.0,91.57,92.33,92.03,92.91,87.73,91.59,93.78,94.33,91.81,87.56,90.13,87.28,79.72,78.62,79.34,88.71,89.59,84.63,79.94
112,276128,Richmond Hill,New York,NY,New York-Newark-Jersey City,Queens,113,86.89,87.0,87.18,89.93,92.42,94.43,94.47,90.7,86.08,82.64,83.63,83.0,84.58,85.82,83.19,79.27,77.79,75.82,81.3,88.55,91.8,90.12,88.47,89.1,85.47,81.99,82.25,81.59,80.89,84.41,86.53,97.14,96.63,96.89,98.1,98.68,98.86,99.19,99.01,97.91,96.7,96.92,94.93,94.64,94.27,91.7,94.01,94.93,96.88,96.47,94.45,93.86,89.93,78.95,79.94,79.98,83.28,80.97,72.26,61.87
115,193526,Brownsville,New York,NY,New York-Newark-Jersey City,Kings,116,44.99,46.35,46.35,48.13,48.81,46.76,47.27,59.21,67.46,72.58,71.01,71.96,75.31,71.98,68.98,69.33,68.03,72.19,78.12,78.6,73.69,78.25,81.39,75.12,64.89,63.01,82.9,82.63,74.86,78.27,77.04,69.85,79.4,82.61,88.61,95.29,97.68,97.41,98.84,99.05,99.32,99.11,98.98,98.02,97.61,97.14,97.41,97.07,96.93,93.79,91.68,93.86,85.27,83.64,73.35,79.41,86.64,94.89,94.34,86.64
116,274415,Flatlands,New York,NY,New York-Newark-Jersey City,Kings,117,61.05,62.81,63.44,65.3,67.04,67.36,72.14,75.19,72.94,75.32,71.21,68.19,63.87,59.4,57.49,56.25,55.93,56.45,52.62,51.66,52.07,54.67,61.95,63.78,61.44,64.31,74.63,73.65,65.35,65.86,61.27,86.12,81.16,80.09,78.23,76.68,79.27,81.29,87.61,84.12,88.52,93.35,93.87,95.37,96.92,95.37,95.01,94.45,93.66,88.43,88.71,88.23,81.81,78.95,75.33,74.2,82.32,77.52,83.62,78.44
118,273860,Gramercy,New York,NY,New York-Newark-Jersey City,New York,119,89.54,90.03,89.71,90.51,89.15,87.45,80.29,74.58,71.73,68.88,66.36,66.05,65.39,64.99,65.05,64.24,66.93,69.3,73.94,79.91,84.96,88.05,88.81,87.95,82.18,76.08,72.17,75.39,72.96,73.4,71.3,65.72,66.06,67.14,70.32,74.61,71.34,73.5,75.5,74.4,67.39,67.82,64.82,72.28,72.92,68.78,65.49,62.25,69.51,68.6,68.39,65.97,64.56,59.83,56.53,45.01,39.85,34.8,30.93,30.22
126,403217,Kensington,New York,NY,New York-Newark-Jersey City,Kings,127,86.51,87.17,86.28,88.13,89.6,91.04,84.36,81.22,82.28,80.83,78.33,76.2,74.8,73.63,72.12,68.24,66.42,65.08,68.96,71.43,72.67,75.37,78.68,79.31,76.31,72.7,79.51,80.18,76.35,73.08,72.01,79.72,81.57,80.86,80.51,83.75,88.18,88.46,90.07,91.78,92.97,93.53,92.89,91.06,92.45,90.98,91.26,90.9,90.63,82.9,80.36,81.87,78.98,79.86,79.6,82.85,83.69,86.35,87.1,78.39
137,275115,Queens Village,New York,NY,New York-Newark-Jersey City,Queens,138,79.93,78.48,76.09,79.36,80.45,81.83,78.31,74.02,68.88,69.75,72.9,73.09,76.18,77.96,76.6,71.14,71.62,70.25,78.03,84.97,89.14,90.24,91.1,90.54,84.66,81.04,84.12,83.21,86.89,90.93,91.23,98.32,98.26,98.11,98.78,98.74,98.84,98.41,98.01,97.05,95.4,97.14,94.0,94.67,93.44,84.19,86.98,83.51,87.5,78.04,75.14,77.07,76.86,69.37,64.61,66.91,78.19,83.9,76.25,66.15
144,5837,Maspeth,New York,NY,New York-Newark-Jersey City,Queens,145,85.66,89.32,90.07,91.28,91.98,94.76,93.19,92.28,89.83,87.35,87.9,86.81,86.16,84.15,82.01,79.03,78.76,76.12,82.54,87.88,89.94,90.4,88.42,87.57,84.75,80.18,82.06,81.54,83.09,86.13,85.12,94.7,94.75,93.98,96.94,97.4,97.68,98.12,97.92,97.48,97.71,98.17,97.94,98.35,98.27,90.99,94.0,95.13,96.86,95.42,92.48,91.17,88.28,73.68,63.34,63.36,68.31,64.48,50.12,50.63
145,193189,Bay Ridge,New York,NY,New York-Newark-Jersey City,Kings,146,87.99,87.32,84.91,85.04,75.36,66.86,62.45,59.68,59.84,59.38,57.59,57.43,56.85,56.15,55.86,55.5,56.24,56.39,58.03,61.03,58.42,63.59,59.78,54.21,48.68,48.89,59.62,58.61,57.2,58.02,53.78,68.59,67.01,70.77,67.42,65.86,60.92,60.09,64.33,63.97,66.55,73.51,87.47,92.98,93.59,92.95,91.93,92.21,92.4,88.87,85.11,85.47,80.48,72.94,68.93,70.04,69.65,67.99,59.56,62.1
156,199091,Woodside,New York,NY,New York-Newark-Jersey City,Queens,157,88.07,85.8,83.67,84.83,86.55,87.96,69.14,63.35,59.94,56.94,57.25,55.6,53.76,54.99,55.27,51.29,51.68,50.67,58.67,66.68,74.74,79.72,80.55,79.97,77.86,78.6,59.76,59.4,65.71,65.68,65.02,73.57,68.99,74.29,75.91,81.17,87.71,88.32,88.02,88.91,89.18,97.69,96.7,97.59,97.2,94.23,95.51,94.49,95.61,94.56,94.62,92.58,91.52,87.1,86.54,87.4,85.98,85.06,77.78,77.98
159,37309,Bayside,New York,NY,New York-Newark-Jersey City,Queens,160,84.07,86.19,86.7,88.07,89.13,90.64,89.13,86.51,82.81,81.76,81.5,81.58,83.28,83.54,83.33,81.12,80.43,77.41,81.1,83.38,84.61,84.35,83.93,82.46,79.16,74.53,77.65,76.81,79.6,83.36,83.27,93.3,93.36,90.6,92.45,93.72,95.29,95.95,97.19,96.74,95.34,96.7,93.6,92.96,91.32,87.8,90.4,88.65,93.33,91.28,88.4,88.61,85.6,72.16,67.0,74.66,81.39,83.22,66.36,45.98
167,276254,Chelsea,New York,NY,New York-Newark-Jersey City,New York,168,90.2,91.78,91.04,90.36,88.46,87.38,83.84,80.62,79.59,78.58,77.02,75.88,74.53,73.65,73.98,73.77,74.63,74.76,76.05,77.97,76.64,79.06,78.45,79.85,77.51,74.72,74.05,76.36,75.48,75.83,73.77,69.29,70.67,71.67,73.03,73.27,71.94,71.98,71.09,69.39,63.29,64.11,59.03,64.07,65.45,61.45,56.37,54.44,58.98,56.95,55.35,54.61,50.83,44.36,39.55,33.8,25.85,22.68,16.31,16.63
