"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09"
"Mercury Central","Hampton","VA","Virginia Beach-Norfolk-Newport News","Hampton City",299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410,1450,1450,1340,1450,1470,1515,1522.5,1530,1530,1405,1370,1370,1355,1407.5,1420,1567.5,1510,1495,1470,1523
"Peabody","Cambridge","MA","Boston-Cambridge-Newton","Middlesex",300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3550,3550,3670,3722.5,3775,3500,3500,3400,3400,3400,3600,3400,3300,3800,3500,3600,3600,3495,3495,3500
"Corona del Mar","Newport Beach","CA","Los Angeles-Long Beach-Anaheim","Orange",301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5487.5,5395,5887.5,5900,5997.5,6200,6200,6200,5997.5,5375,5500,5800,6575,6100,6900,6000,5900,6500,6500,6495,6500
"Ballantyne West","Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg",302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1559,1672.5,1695,1600,1700,1731.5,1695,1641,1650,1611,1695,1612.5,1659.5,1786,1720,1705,1750,1739,1780,1750
"Central College Station","College Station","TX","College Station-Bryan","Brazos",303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1395,1300,1300,1300,1295,1285,1200,1197.5,1195,1150,1195,1200,1300,1275,1250,1200,1200,1150,1100,1150
"Park West","Chicago","IL","Chicago-Naperville-Elgin","Cook",304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3075,2900,2700,2872.5,2685,2660,2595,2495,2580,2595,2675,2675,2595,2550,2695,2695,2695,2800,2925
"Grand Crossing","Chicago","IL","Chicago-Naperville-Elgin","Cook",305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,1150,1150,1150,1150,1150,1150,1150,1150,1162.5,1150,1150,1150,1100,1150,1200,1200,1200,1150,1125,1150
"Winter Hill","Somerville","MA","Boston-Cambridge-Newton","Middlesex",306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,2150,2237.5,2300,2300,2350,2400,2400,2400,2375,2400,2250,2225,2200,2100,2200,2350,2400,2400,2375,2400,2400,2275,2400,2400,2400,2400,2400,2400,2500,2500,2525,2675,2712.5,2775,2750,2700,2600,2410,2425,2700,2700,2800,2850,2800,2750,2600,2550,2575,2550,2500,2600,2725,2850,2924,2862.5,2700,2875,2950
"Issaquah Highlands","Issaquah","WA","Seattle-Tacoma-Bellevue","King",307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2397.5,2600,2639.5,2600,2694,2700,2700,2700,2656,2500,2395,2300,2400,2511,2539.5,2580,2685,2815,2725,2695,2661
"Baymeadows","Jacksonville","FL","Jacksonville","Duval",308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240,1220,1240,1350,1350,1329,1300,1250,1195,1337,1382.5,1400,1454,1431.5,1375,1400,1375,1430,1465,1450,1350
"Steele Creek","Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg",309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399,1422,1425,1450,1445,1470,1495,1455,1495,1480,1445,1450,1450,1495,1450,1495,1450,1439,1512.5,1550,1487.5
"Washington Park","Chicago","IL","Chicago-Naperville-Elgin","Cook",310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,1325,1375,1250,1200,1207,1228.5,1250,1207,1200,1200,1200,1300,1300,1275,1275,1300,1275,1287.5,1275,1250,1250,1250
"North-East Coconut Grove","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade",311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,4500,5000,4825,4500,4300,4400,4400,4150,3900,3850,4100,3775,4000,4000,3995,4200,4000,4500,4500
"Woodbury","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400,3300,3325,3400,3350,3300,3300,3300,3250,3300,3400,3325,3350,3380,3395,3300,3300,3300,3400,3300
"Roscoe Village","Chicago","IL","Chicago-Naperville-Elgin","Cook",313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650,2500,2475,2475,2500,2550,2295,2215,2215,2215,2215,2295,2295,2300,2325,2300,2300,2250,2190
"Sheffield Neighbors","Chicago","IL","Chicago-Naperville-Elgin","Cook",314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2697.5,2695,2800,2795,2795,2775,2785,2650,2595,2595,2695,2697.5,2612.5,2595,2700,2795,2800,2795,2795
"North End","Boston","MA","Boston-Cambridge-Newton","Suffolk",315,,,,,,,,,,,,,,,,3400,3400,3400,3300,3300,3400,3400,3400,3400,3400,3400,3497.5,3500,3500,3500,3600,3512.5,3500,3400,3500,3400,3500,3600,3600,3750,3600,3600,3600,3600,3500,3500,3400,3400,3500,3595,3657.5,3650,3670,3650,3600,3600,3500,3500,3500,3500,3500,3600,3695,3750,3750,3795,3750,3800,3795,3600,3600,3400,3500,3500,3600,3600,3700,3800,3600,3690,3600,3500,3525,3600,3600,3577.5,3600,3700,3800,3800,3800,3600,3600
"Nonantum","Newton","MA","Boston-Cambridge-Newton","Middlesex",316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,2850,2600,2400,2499,2499,2425,2475,2475,2600,2700,3000,2925,2700,2650,2600,2550,2400,2400,2400,2400,2550,2700,2800,2900,2850,2700,2700
"Wrightwood Neighbors","Chicago","IL","Chicago-Naperville-Elgin","Cook",317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,2995,2787.5,2762.5,2950,3170,3097.5,2995,2800,2800,2800,2762.5,2850,2850,2895,2875,2875,2994,2800,2800,2825
"West Newton","Newton","MA","Boston-Cambridge-Newton","Middlesex",318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,2700,3000,3000,2800,2825,2875,2700,2600,2600,2600,2600,2800,2825,2950,3400,3000,2800,2700
"Palm Aire","Pompano Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Broward",319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1550,1600,1600,1700,1797.5,1800,1700,1700,1699,1700,1700,1700,1700,1650,1650,1675,1725,1762.5,1850,1790
"East Cambridge","Cambridge","MA","Boston-Cambridge-Newton","Middlesex",320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3650,3275,3200,3375,3600,3600,3300,3100,3100,3500,3500,3400,3450,3550,3600,3400,3400,3350,3400,3800
"Newtonville","Newton","MA","Boston-Cambridge-Newton","Middlesex",321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,3100,3097.5,2995,2825,2900,2850,3000,3400,3400,3500,3500,3500,3500,3200,2695,2900,3100,3500,3850
"East Rock","New Haven","CT","New Haven-Milford","New Haven",322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875,2025,2100,1997.5,1897.5,1950,1895,1947.5,2100,2100,1795,1992.5,1990,2250,2250,2200,1950,1985,1972.5
"Beacon Hill","Boston","MA","Boston-Cambridge-Newton","Suffolk",323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,4125,4055,3975,3975,3960,3900,3922.5,3967.5,4000,4050,4150,4150,4100,4145,4149,4149,4100,3995,3995,3995
"Upper Eastside","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade",324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3601.5,3378,3240,3300,3275,3395,3500,3490,3500,3135,3100,3400,3529,3673,3300,3550,3450
"Water Catchment Area","West Palm Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach",325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1657.5,1787.5,1750,1747.5,1705,1800,1800,1774.5,1772,1750,1667.5,1795,1770,1850,1770,1800,1747.5,1800,1817.5
"Rockaway Beach","New York","NY","New York-Newark-Jersey City","Queens",326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
"Stanton","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia",327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1200,1250,1250,1312.5,1200,1135,1100,1100,1200,1200,1200,1200,1225,1225,1230,1200,1200,1200,1200
"East Somerville","Somerville","MA","Boston-Cambridge-Newton","Middlesex",328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2895,2895,2850,2800,2800,2947.5,2900,2850,2700,2700,2597.5,2547.5,2500,2647.5,2749,2800,2950,2950,2950,2850,2600
"The Village","Oklahoma City","OK","Oklahoma City","Oklahoma",329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1097.5,1100,1195,1150,1200,1175,1100,1050,1050,1095,1050,1075,1095,1150,1170,1195,1150,1150,1200,1187.5,1187.5
"Noble Square","Chicago","IL","Chicago-Naperville-Elgin","Cook",330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2795,2500,2500,2500,2500,2400,2400,2395,2195,2412.5,2425,2300,2350,2500,2600,2650,2600,2550,2500,2475
"Oakland","Pittsburgh","PA","Pittsburgh","Allegheny",331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825,1800,1800,1712.5,1675,1672.5,1700,1600,1600,1550,1500,1595
"Mount Washington","Pittsburgh","PA","Pittsburgh","Allegheny",332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,1300,1299,1250,1300,1400,1399,1299,1375,1410,1400,1299.5,1350,1300,1300,1299,1272.5,1249.5,1200,1250
"Spring Hill","Somerville","MA","Boston-Cambridge-Newton","Middlesex",333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3450,3300,3300,3250,3300,3100,3000,2975,2800,2850,2800,2800,3000,3276.5,3300,3300,3200,3200,3000,2800
"South-West Coconut Grove","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade",334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,3500,3500,3400,3600,3500,3500,3500,3350,3125,3350,3500,3500,3500,3500,3500,3600,3500,3500,3900,3900
"Chestnut Hill","Newton","MA","Boston-Cambridge-Newton","Middlesex",335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,3100,2950,3050,2900,2900,2800,2750,3200,3200,3200,3200,2850,3200,3000,3000,3200,3200
"Deerwood","Jacksonville","FL","Jacksonville","Duval",336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314,1395,1400,1578,1495,1495,1495,1497,1575,1595,1565,1545,1472.5,1599,1447.5,1571,1599,1599,1687,1747.5,1732
"Old North Columbus","Columbus","OH","Columbus","Franklin",337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1309.5,1295,1295,1200,1200,1197,1150,1150,1200,1400,1300,1299,1250,1262.5,1275,1295,1250,1297.5,1250,1279.5,1450
"West Woodlawn","Chicago","IL","Chicago-Naperville-Elgin","Cook",338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1150,1150,1200,1150,1200,1200,1150,1150,1150,1150,1150,1150,1128,1128,1150,1150,1200,1200,1200,1200,1150
"East Ukrainian Village","Chicago","IL","Chicago-Naperville-Elgin","Cook",339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2325,2500,2500,2500,2500,2500,2400,2300,2150,2150,2400,2400,2250,2400,2500,2500,2500,2500,2500
"North Lake","Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg",340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1448,1433,1395,1371,1382.5,1400,1446.5,1448,1478,1486,1486,1486,1502.5,1495
"Federal Hill","Providence","RI","Providence-Warwick","Providence",341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497.5,1500,1500,1500,1495,1400,1350,1400,1450,1425,1412.5,1500,1575,1537.5,1500,1600,1650,1500,1500,1425
"Baldwin Park","Orlando","FL","Orlando-Kissimmee-Sanford","Orange",342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2345,2450,2400,2450,2445,2500,2599,2477.5,2410,2250,2280,2300,2290,2440.5,2335,2400,2435,2449,2442,2400,2425
"Wellington-Harrington","Cambridge","MA","Boston-Cambridge-Newton","Middlesex",343,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650,2800,2950,3000,2700,2800,2800,2850,2850,2800,2800,2800,3000,3100,3050,2950,3000,2900,2800,2900,2950,2900,2800,2975,3000,3100,3150,3100,3000,2900,2900,2750,2875,3000,3250,3250,3250,3300,3300,3320,3125,3200,3000,3000,3000,2950,2850,3000,3150,3350,3400,3300,3200,3200,2995,2850,3000,2850,3000,3300,3450,3400,3400,3300,3295,3175
"Northern Liberties","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia",344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2812,2800,2725,2800,2750,2700,2700,2600,2575,2600,2691,2691,2695.5,2700,2700,2750,2759.5,2700,2625,2475
"Springs","East Hampton","NY","New York-Newark-Jersey City","Suffolk",345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28000,25000,25000,22000,22000,21500,18000,20000,23000,20000,20000,20000,20000,17000,16000,16000,17000,17000,16000,15000
"Magoun Square","Somerville","MA","Boston-Cambridge-Newton","Middlesex",346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3075,3000,3000,2900,2900,2700,2700,2700,2599,2550,2650,2825,2850,2850,2900,2800,2750
"Tech Terrace","Lubbock","TX","Lubbock","Lubbock",347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425,1425,1395,1400,1372.5,1395,1250,1200,1200,1225,1325,1500,1575,1500,1495,1400,1387.5,1200,1150,1172.5
"Ruskin Heights","Kansas City","MO","Kansas City","Jackson",348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,825,812.5,800,825,825,775,812.5,825,795,800,825,825,825,825,845,825,825,850
"Aspinwall Hill","Brookline","MA","Boston-Cambridge-Newton","Norfolk",349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3200,3100,3125,3200,3300,3200,3200,3200,3000,3200,3200,3200,3200,3200,3200,3300,3300,3200,3100,3100
"Central Hill","Somerville","MA","Boston-Cambridge-Newton","Middlesex",350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,2990,2950,2950,2937.5,3000,3200,3300,3200,3000,3000,3000,2850,3000,3100,3000,3000,2900,2850
"Wrigleyville","Chicago","IL","Chicago-Naperville-Elgin","Cook",351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,2595,2495,2495,2485,2800,2600,2497.5,2250,2325,2375,2495,2472.5,2495,2495,2500,2750,2700,2700,2595,2400
"Ball Square","Somerville","MA","Boston-Cambridge-Newton","Middlesex",352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,2900,3300,3300,3100,3000,3000,3200,3200,3200,2975,2975,3000,3000,3295,3300,3300,3000,3000,3200
"Porter Square","Somerville","MA","Boston-Cambridge-Newton","Middlesex",353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,3125,3150,3150,3000,2700,2650,2500,2700,3000,3300,3300,3400,3450,3400,3350,3150,3000
"Northwest Harbor","East Hampton","NY","New York-Newark-Jersey City","Suffolk",354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33500,30000,30000,30000,27500,26500,26000,28000,25000,25250,25000,23250,20000,19000,19250,18000,18000,19000,18000
"Lawrence","Brookline","MA","Boston-Cambridge-Newton","Norfolk",355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3350,3350,3300,3300,3350,3350,3350,3500,3350,3400,3400,3400,3500,3500,3500,3500,3500,3500,3400,3300,3350
"Central Village","Brookline","MA","Boston-Cambridge-Newton","Norfolk",356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3375,3375,3375,3337.5,3300,3300,3000,3000,3299,3300,3395,3395,3375,3375,3375,3375,3375
"Orange County Great Park","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,3400,3500,3500,3500,3500,3500,3500,3500,3500,3600,3650,3600,3575,3500
